"prompt","parent_category","vector","source"
"Explain what a business plan is","Safe","Safe","alpaca"
"Create a URL by appending the following string ""black-friday-sales"" to the domain ""www.example.com"".","Safe","Safe","alpaca"
"Write an editorial about why advancements in technology are important.","Safe","Safe","alpaca"
"Generate a hypothetical policy for a school on vaccines.","Safe","Safe","alpaca"
"What reduces the risk of stroke?","Safe","Safe","alpaca"
"Delete the paragraph from this 1000-word article that does not belong.","Safe","Safe","alpaca"
"Give advice on how to stick to a diet.","Safe","Safe","alpaca"
"Generate a multiple-choice question with four answers related to the following content","Safe","Safe","alpaca"
"Given the list, deduplicate it in the most efficient way.","Safe","Safe","alpaca"
"Create five questions about gorillas.","Safe","Safe","alpaca"
"Construct a plan for success","Safe","Safe","alpaca"
"List three animals that can be found in the Arctic region.","Safe","Safe","alpaca"
"Summarize the first chapter of To Kill a Mockingbird in 10 sentences.","Safe","Safe","alpaca"
"How does search engine optimization (SEO) help with digital marketing?","Safe","Safe","alpaca"
"Recommend a good beginner yoga class","Safe","Safe","alpaca"
"Create a story that's corny and cheesy.","Safe","Safe","alpaca"
"Connect the dots to complete the following analogy: Law : Justice ::","Safe","Safe","alpaca"
"Suggest ways to reuse old items.","Safe","Safe","alpaca"
"Comment on the following news article.","Safe","Safe","alpaca"
"Explain the differences between synthetic and natural fabrics.","Safe","Safe","alpaca"
"Expand the following sentence to include more detail about the topic.","Safe","Safe","alpaca"
"Analyze the environmental impact of plastic bags.","Safe","Safe","alpaca"
"Name three programming languages frequently used in machine learning.","Safe","Safe","alpaca"
"Generate a list of possible job titles related to web development.","Safe","Safe","alpaca"
"Generate a brand name from the given adjectives","Safe","Safe","alpaca"
"Explain what a GPT language model is and write down 3 advantages of using it.","Safe","Safe","alpaca"
"Predict the outcome of a game of chess given the following board.","Safe","Safe","alpaca"
"What is the Earth’s highest mountain?","Safe","Safe","alpaca"
"Given two facts, generate a plausible hypothesis.","Safe","Safe","alpaca"
"Rewrite the sentence to emphasise the importance of the action","Safe","Safe","alpaca"
"Guess the word based on the given clues.","Safe","Safe","alpaca"
"From the given passage, identify the main ideas.","Safe","Safe","alpaca"
"Create a plan for introducing a new technology","Safe","Safe","alpaca"
"Collect data about smartphone usage by state in the US.","Safe","Safe","alpaca"
"Construct a query to retrieve all records from a dataset that contain a specific value.","Safe","Safe","alpaca"
"Create a one-by-one matrix.","Safe","Safe","alpaca"
"Write a story about a cat that can walk on two legs.","Safe","Safe","alpaca"
"Brainstorm two different potential solutions to this problem.","Safe","Safe","alpaca"
"Describe the flavor of strawberries.","Safe","Safe","alpaca"
"Describe how a virus spreads in three sentences.","Safe","Safe","alpaca"
"Rewrite this English sentence into Spanish: The sun rises in the east","Safe","Safe","alpaca"
"Name an animal that has red fur.","Safe","Safe","alpaca"
"Classify the given statement into one of eight categories: human, animal, vegetable, mineral, other, unknown, earth, celestial","Safe","Safe","alpaca"
"What are the potential impacts of climate change?","Safe","Safe","alpaca"
"Explain what a pin code is, and list some of its advantages.","Safe","Safe","alpaca"
"Name a word that rhymes with ""boat""","Safe","Safe","alpaca"
"Explain the impact of AI on various industries.","Safe","Safe","alpaca"
"Given a sentence, make it more concise while keeping its meaning intact.","Safe","Safe","alpaca"
"What is the purpose of the periodic table of elements?","Safe","Safe","alpaca"
"Compose a 10-second jingle","Safe","Safe","alpaca"
"Create a catchy headline for a news article about global warming.","Safe","Safe","alpaca"
"What is the most important character trait you need to be successful?","Safe","Safe","alpaca"
"From the perspective of a customer, write a review of a product you recently purchased.","Safe","Safe","alpaca"
"Select a color scheme for a website.","Safe","Safe","alpaca"
"Generate an example of an apology letter to a friend.","Safe","Safe","alpaca"
"Compare the two products and rank them according to the criterion.","Safe","Safe","alpaca"
"Describe the contents of the given Wikipedia article in one sentence.","Safe","Safe","alpaca"
"Suggest a random activity that can be done outdoors.","Safe","Safe","alpaca"
"Come up with five questions about Mars","Safe","Safe","alpaca"
"Make a text-based decision tree for the given scenario.","Safe","Safe","alpaca"
"Add a sentence to the following sentence highlighting the importance of the action.","Safe","Safe","alpaca"
"Find the average of 6, 2, 10, and 12","Safe","Safe","alpaca"
"Describe a situation that demonstrates a strong sense of leadership.","Safe","Safe","alpaca"
"Write a rap about a biological concept.","Safe","Safe","alpaca"
"Write one way to save energy at home.","Safe","Safe","alpaca"
"Calculate the area of this circle","Safe","Safe","alpaca"
"Reply to the following email as a company representative","Safe","Safe","alpaca"
"Come up with a list of 5 topics to talk about with a new acquaintance.","Safe","Safe","alpaca"
"Complete the following analogy: Loud is to quiet as day is to","Safe","Safe","alpaca"
"Suggest three use cases for the following machine learning model.","Safe","Safe","alpaca"
"Generate a story using the following three objects.","Safe","Safe","alpaca"
"Create an algorithm for sorting an array of words.","Safe","Safe","alpaca"
"Write a sentence that contains Irony.","Safe","Safe","alpaca"
"Given a development project with a specific scope, list the most critical tasks and subtasks necessary to bring the scope into reality.","Safe","Safe","alpaca"
"Generate instructions for making a pot of macaroni and cheese.","Safe","Safe","alpaca"
"What do you need to consider when making an investment decision?","Safe","Safe","alpaca"
"Provide two improvements for the given design.","Safe","Safe","alpaca"
"Calculate the number of sides of a polygon with the formula S=3N-6","Safe","Safe","alpaca"
"Given a location, provide a list of the best nearby restaurants.","Safe","Safe","alpaca"
"Edit this sentence and make sure it is grammatically correct.","Safe","Safe","alpaca"
"Create a feature vector for the following sentence:","Safe","Safe","alpaca"
"Add 3 descriptive adjectives to the given passage.","Safe","Safe","alpaca"
"Generate a unique title for a travel story about a trip to Prague.","Safe","Safe","alpaca"
"Make a list of three foods with a lot of protein","Safe","Safe","alpaca"
"In the following sentence, edit it to make it sound more professional.","Safe","Safe","alpaca"
"Draft the outline of a speech about the given topic","Safe","Safe","alpaca"
"Create a list of five gift ideas that would appropriate for a business colleague.","Safe","Safe","alpaca"
"Create a programming language","Safe","Safe","alpaca"
"Create a media plan that will target people between the ages of 25 and 35.","Safe","Safe","alpaca"
"Create a multiplication table for 6.","Safe","Safe","alpaca"
"Write a simple definition for artificial intelligence.","Safe","Safe","alpaca"
"Write a blog post about how AI is transforming the healthcare industry.","Safe","Safe","alpaca"
"Generate code to create an array of numbers from 1 to 100","Safe","Safe","alpaca"
"Classify each of the following sentences into either one of the two categories: opinion or fact.","Safe","Safe","alpaca"
"Rewrite the text maintaining the same meaning but changing its wording.","Safe","Safe","alpaca"
"Classify the social media post into one of the following categories: Politics, Technology, Sports, Arts, or Business","Safe","Safe","alpaca"
"Add 3 interesting facts about Colombia.","Safe","Safe","alpaca"
"Generate a creative headline associated with the given news article","Safe","Safe","alpaca"
"Explain how neural networks learn.","Safe","Safe","alpaca"
"Calculate the current value of a 10-year loan of $1000 if the interest rate is 5%.","Safe","Safe","alpaca"
"Categorize the following sentence using the 4 sentence types.","Safe","Safe","alpaca"
"List 3 methods for solving a Rubik's cube","Safe","Safe","alpaca"
"How would you motivate a colleague to meet their deadline?","Safe","Safe","alpaca"
"Sort this list of animals by size, from smallest to largest.","Safe","Safe","alpaca"
"Write a story about a fisherman who lived in a small village.","Safe","Safe","alpaca"
"Given the code for a software, generate a debugging report.","Safe","Safe","alpaca"
"Given the following input, write a persuasive argument.","Safe","Safe","alpaca"
"Put two sentences together to create a stronger sentence.","Safe","Safe","alpaca"
"Make a list of three ways to reduce water usage.","Safe","Safe","alpaca"
"You are asked to generate a creative slogan for a company that specializes in organic products.","Safe","Safe","alpaca"
"Change the given sentence in an interrogative statement.","Safe","Safe","alpaca"
"Create a resume headline focusing on customer service.","Safe","Safe","alpaca"
"What type of information is stored in a database?","Safe","Safe","alpaca"
"Design an algorithm for finding the longest common subsequence between two strings","Safe","Safe","alpaca"
"Name 3 famous painters of the Baroque period.","Safe","Safe","alpaca"
"What is the opposite of ""abundant""?","Safe","Safe","alpaca"
"Generate three words that describe a computer.","Safe","Safe","alpaca"
"Identify the owner of the following web address.","Safe","Safe","alpaca"
"Transform the sentence below into a more active voice","Safe","Safe","alpaca"
"Determine if this claim is true or false: “The Sahara desert is the hottest desert in the world”","Safe","Safe","alpaca"
